College Code,College Name,Branch Code,Branch Name,Mock Cutoff,Mock Allotment Category,Round 1 Cutoff,Round 1 Allotment Category,Round 2 Cutoff,Round 2 Allotment Category,Round 3 Cutoff,Round 3 Allotment Category,Best Representative Cutoff,Best Representative Category,Chance Category
E078,"The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",IS,INFORMATION SCIENCE,37525,3AG,35516,3AG,46845,GMR,56623,3AG,56623,3AG,Safe
E102,"DONBOSCO Institute of Technology, Bangalore(AUTONOMOUS) KUMBALAGODU, MYSORE ROAD, KENGERI HOBLI,BANGALORE-560074",CS,COMPUTER SCIENCE,36965,3AR,36297,3AR,46854,3AR,57254,3AR,57254,3AR,Safe
E286,"BGS College of Engineering & Technology,Bangalore",AD,AD,32209,GMR,30042,GMR,32601,GMR,57438,GMR,57438,GMR,Safe
E098,"Atria Institute of Technology, Anand Nagar, Hebbal PO, Bangalore (AUTONOMOUS) ASKB CAMPUS, AG'S COLONY, 1ST MAIN, ANANDNAGAR,BANGALORE",CS,COMPUTER SCIENCE,39322,3AR,39303,3AR,48653,3AR,57925,3AR,57925,3AR,Safe
E014,"S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",AM,AM,47409,GMR,43235,3AG,55590,GMR,58241,GMR,58241,GMR,Safe
E102,"DONBOSCO Institute of Technology, Bangalore(AUTONOMOUS) KUMBALAGODU, MYSORE ROAD, KENGERI HOBLI,BANGALORE-560074",AD,AD,43387,3AR,41162,3AR,47467,3AR,58336,3AR,58336,3AR,Safe
E220,"ALLIANCE University Central Campus, Chikkahadage Cross Chandapura-Anekal, Main Road, Bengaluru, Karnataka 562106",IT,IT,55153,GMR,50585,GMR,57830,GMR,58669,3AG,58669,3AG,Safe
E160,"Sahyadri College Of Engineering & Management, Adyar, Mangalore(AUTONOMOUS) 'SAHYADRI CAMPUS'N.H-48, ADYAR,MANGALORE",EC,EC,36978,3AR,36978,3AR,41708,3AR,58752,3AR,58752,3AR,Safe
E240,"Dayananda Sagar University DEVARAKAGGALAHALLI VILLAGE, HAROHALLI, KANAKAPURA MAIN ROAD, RAMANAGAR DIST",RI,RI,40848,GMR,36301,GMR,51169,GMR,59040,GMR,59040,GMR,Safe
E014,"S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",CS,COMPUTER SCIENCE,39303,GMR,43043,3AG,56030,GMR,59258,GMR,59258,GMR,Safe
E290,"Visvesvaraya Technological University,VTU,CPGS,Mysuru.",AD,AD,50690,3AG,50572,GMR,57243,GMR,59316,GMR,59316,GMR,Safe
E062,"Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",CS,COMPUTER SCIENCE,39944,3AR,40942,3AR,46319,3AR,59363,3AR,59363,3AR,Safe
E061,"University B.D.T College of Engineering, Davanagere P J EXTENSION,HADADI ROAD,DAVENGERE",RI,RI,49154,3AG,59387,3AG,59387,3AG,59387,3AG,59387,3AG,Safe
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ET,ET,51048,3AR,42970,3AR,54950,3AR,59392,3AR,59392,3AR,Safe
E095,"AMC Engineering College, Bannerghatta Road, Bangalore(AUTONOMOUS) 18KM,BANNERAGHATTA ROAD,KALKERE,BANGALORE-560083,BANGALORE URBAN",AM,AM,47428,GMR,42941,GMR,54137,GMR,59404,GMR,59404,GMR,Safe
E237,"PRESIDENCY University ITGALPURA, RAJANUKUNTE, YELAHANKA, BENGALURU - 560 064",AD,AD,40243,GMR,32146,GMR,43238,GMR,59434,GMR,59434,GMR,Safe
E111,"Sri Venkateshwara College of Engineering, Bangalore VIDYANAGAR, BENGALURU INTERNATIONAL AIRPORT ROAD,BETTAHALASUR POST,BENGALURU NORTH,BENGALURU - 562 157",AM,AM,50065,GMR,44961,GMR,60042,GMR,60042,GMR,60042,GMR,Safe
E099,"New Horizon College of Engineering, Varthur, Bangalore(AUTONOMOUS) RING ROAD, NEAR MARATHALLI, BELLANDUR POST,KADUBHISANAHALLI,BANGALORE",EE,EE,40235,GMR,40275,GMR,58221,GMR,60206,GMR,60206,GMR,Safe
E049,"B V V Sangha`s Basaveshwara Engineering College , Bagalkote (AUTONOMOUS) NIJALINGAPPA ROAD,BAGALKOT 587102",IS,INFORMATION SCIENCE,44625,GMR,39893,3AG,48672,3AG,60526,3AG,60526,3AG,Safe
E306,"THE CHANAKYA UNIVERSITY NO 29 HARALURU, DEVANAHALLI TALUK (NEAR BENGALURU INTERNATIONLA AIRPORT)",AM,AM,50281,GMR,50281,GMR,53847,GMR,60538,GMR,60538,GMR,Safe
E129,"St.Joseph Engineering College, Mangalore(AUTONOMOUS) MANGALORE",CS,COMPUTER SCIENCE,28020,3AG,28040,GMR,35885,3AG,60719,3AG,60719,3AG,Safe
E038,"BLDEA's VP. Dr.P.G. Hallakatti College of Engineering & Technology, Bijapur ASHRAM ROAD,BIJAPUR - 586103",AM,AM,51507,3AG,57322,3AG,58561,GMR,60769,GMR,60769,GMR,Safe
E058,"P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",EC,EC,37233,GMR,37233,GMR,51247,GMR,61032,GMR,61032,GMR,Safe
E064,"Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",CE,COMPUTER ENGINEERING,198009,3AR,172609,3AG,184655,GM,61072,GM,61072,GM,Safe
E034,"SDM College of Engineering, Dharwad (AUTONOMOUS) DHAVALAGIRI,KALGHATGI ROAD,DHARWAD",EE,EE,43885,3AG,42127,GMR,42467,GMR,61133,GMR,61133,GMR,Safe
E102,"DONBOSCO Institute of Technology, Bangalore(AUTONOMOUS) KUMBALAGODU, MYSORE ROAD, KENGERI HOBLI,BANGALORE-560074",IOTCS,IOTCS,47467,GMR,47467,GMR,61142,GMR,61142,GMR,61142,GMR,Safe
E062,"Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",IS,INFORMATION SCIENCE,49149,GMR,43983,GMR,58772,GMR,61575,3AG,61575,3AG,Safe
E306,"THE CHANAKYA UNIVERSITY NO 29 HARALURU, DEVANAHALLI TALUK (NEAR BENGALURU INTERNATIONLA AIRPORT)",CS,COMPUTER SCIENCE,47402,GMR,37837,GMR,51697,GMR,61997,GMR,61997,GMR,Safe
E257,"CMR University Main Campus, Off Hennur Bagalur Main Road, Chagalatti, Bangalore",EC,EC,51667,3AR,37532,3AR,62728,3AR,62728,3AR,62728,3AR,Safe
E059,"P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",CS,COMPUTER SCIENCE,48927,3AG,48927,3AG,62631,3AG,62811,GMR,62811,GMR,Safe
E257,"CMR University Main Campus, Off Hennur Bagalur Main Road, Chagalatti, Bangalore",DS,DATA SCIENCES,34460,GMR,34462,GMR,49063,GMR,62873,GMR,62873,GMR,Safe
E096,"East Point College of Engineering & Technology, Bangalore(AUTONOMOUS) JNANA PRABHA, BIDARAHALLI,VIRGONAGAR POST,BANGALORE.",AM,AM,55692,3AR,47914,3AR,59430,3AR,63113,3AR,63113,3AR,Safe
E292,"Government Engineering College,Mailur,Bidar",CS,COMPUTER SCIENCE,59622,GMR,59622,GMR,63192,GMR,63192,GMR,63192,GMR,Safe
E290,"Visvesvaraya Technological University,VTU,CPGS,Mysuru.",CS,COMPUTER SCIENCE,45853,3AR,39871,3AR,51529,3AR,63284,3AR,63284,3AR,Safe
E145,"Rajarajeswari College of Engineering, Bangalore (AUTONOMOUS) #14, RAMOHOLLI CROSS,KUMBALGODU, MYSORE ROAD,BANGALORE - 560074",AM,AM,46322,3AR,46450,3AR,63607,3AR,63607,3AR,63607,3AR,Safe
E286,"BGS College of Engineering & Technology,Bangalore",CD,COMMUNICATION DESIGN,45190,GMR,43759,GMR,59121,GMR,64241,3AG,64241,3AG,Safe
E098,"Atria Institute of Technology, Anand Nagar, Hebbal PO, Bangalore (AUTONOMOUS) ASKB CAMPUS, AG'S COLONY, 1ST MAIN, ANANDNAGAR,BANGALORE",DS,DATA SCIENCES,40614,GMR,38582,GMR,49986,GMR,64594,GMR,64594,GMR,Safe
E066,"University B.D.T. college of Engineering, (H.GOV),Davangere",CS,COMPUTER SCIENCE,40546,GMR,45137,GMR,64619,3AG,64619,3AG,64619,3AG,Safe
E098,"Atria Institute of Technology, Anand Nagar, Hebbal PO, Bangalore (AUTONOMOUS) ASKB CAMPUS, AG'S COLONY, 1ST MAIN, ANANDNAGAR,BANGALORE",IS,INFORMATION SCIENCE,45347,GMR,42717,GMR,62046,GMR,64685,GMR,64685,GMR,Safe
E060,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",AN,AN,31550,GMR,28531,3AG,32614,GMR,65259,GMR,65259,GMR,Safe
E095,"AMC Engineering College, Bannerghatta Road, Bangalore(AUTONOMOUS) 18KM,BANNERAGHATTA ROAD,KALKERE,BANGALORE-560083,BANGALORE URBAN",CS,COMPUTER SCIENCE,45723,3AR,43798,3AR,49670,3AR,65678,3AR,65678,3AR,Safe
E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",CH,CH,31305,GMR,33588,GMR,60672,GMR,65714,GMR,65714,GMR,Safe
E106,"East West Institute Of Technology,Bangalore(AUTONOMOUS) SY. NO.63, OFF MAGADI MAIN ROAD, VISHWANEEDAM POST,BANGALORE",AM,AM,55858,GMR,52304,GMR,65825,GMR,65825,GMR,65825,GMR,Safe
E091,"K S Institute of Technology, Raghuvanahalli, Bangalore(AUTONOMOUS) #14,RAGUVANAHALLI, KANAKAPURA MAIN ROAD,BANGALORE - 560 062.",EC,EC,42959,GMR,45492,GMR,54676,GMR,66034,GMR,66034,GMR,Safe
E151,"Mangalore Institute of Technology & Engineering, Moodabidri, Mangalore(AUTONOMOUS) BADAGA MIJAR,",IS,INFORMATION SCIENCE,55776,3AG,46920,GMR,62192,3AG,66227,GMR,66227,GMR,Safe
E114,"G M Institute of Technology, Davanagere POST BOX. NO. 4, P.B.ROAD.DAVANGERE.",AM,AM,53331,3AG,57088,3AG,66625,3AG,66625,3AG,66625,3AG,Safe
E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ME,ME,53787,GMR,55023,GMR,55754,GMR,66898,GMR,66898,GMR,Safe
E205,"ATME College of Engineering, Mysore SY.NO.1002, HAROHALLI (MELLAHALLI),MYSORE",AM,AM,48681,3AR,52008,3AR,66997,3AR,66997,3AR,66997,3AR,Safe
E079,"Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",EE,EE,47043,GMR,44372,GMR,62682,GMR,67013,GMR,67013,GMR,Safe
E075,"Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",AM,AM,54550,3AG,55580,GMR,67300,GMR,67300,GMR,67300,GMR,Safe
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",IM,IM,37026,3AR,49910,3AR,52108,3AR,67471,GMR,67471,GMR,Safe
E108,"SAPTHAGIRI NPS UNIVERISTY #14/5, CHIKKASANDRA,HESARAGHATTA MAIN ROAD,BANGALURU",AM,AM,63113,3AR,59430,3AR,67637,3AR,67637,3AR,67637,3AR,Safe
E077,"Vidya Vikas Institute of Engineering & Technology, Mysore #127,ALANAHALLY,ALANAHALLY POST,MYSORE-BANNUR ROAD,MYSORE",CS,COMPUTER SCIENCE,31813,GMR,32631,GMR,42509,3AG,67874,GMR,67874,GMR,Safe
E092,"Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",AM,AM,47438,3AG,47438,3AG,54550,3AG,67938,GMR,67938,GMR,Safe
E258,"Maharaja Institute of Technology,Tandavapura,Mysore THANDAVAPURA VILLAGA,ON NATIONAL HIGHWWAYNANJANAGUD TALUK,MYSORE DISTRICT",AM,AM,53209,GMR,55570,GMR,68197,GMR,68197,GMR,68197,GMR,Safe
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ME,ME,54295,3AR,51048,3AR,68200,3AR,68200,3AR,68200,3AR,Safe
E007,"Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ML,ML,39741,GMR,45600,GMR,68384,3AR,68384,3AR,68384,3AR,Safe
E172,"R.R. Institute of Technology, Chikkabanavara, Bangalore(AUTONOMOUS) NO. 67, RAJA REDDY LAYOUT,NEAR CHIKKABANAVARA RAILWAY STATION,CHIKKABANAVARA,BANGALORE - 560090",AM,AM,61982,GMR,57697,GMR,63427,GMR,68500,3AG,68500,3AG,Safe
E065,"Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",IS,INFORMATION SCIENCE,46814,GMR,45499,GMR,60646,3AG,68725,3AG,68725,3AG,Safe
E095,"AMC Engineering College, Bannerghatta Road, Bangalore(AUTONOMOUS) 18KM,BANNERAGHATTA ROAD,KALKERE,BANGALORE-560083,BANGALORE URBAN",DS,DATA SCIENCES,47641,GMR,45301,GMR,55278,GMR,68792,GMR,68792,GMR,Safe
E065,"Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",EC,EC,50001,GMR,50520,3AG,64519,3AG,68869,GMR,68869,GMR,Safe
E037,"K.L.S. Gogte Institute of Technology, Belgaum.(AUTONOMOUS) ""JNANA GANGA"", UDYAMBAG,BELGAUM",AN,AN,40977,3AG,40977,3AG,60556,GMR,68973,GMR,68973,GMR,Safe
E155,"Government Engineering College, Hassan DAIRY CIRCLE, B M ROAD, HASSAN",EC,EC,58621,GMR,58621,GMR,68985,GMR,68985,GMR,68985,GMR,Safe
E017,"Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",CS,COMPUTER SCIENCE,34189,GMR,37405,3AG,52867,GMR,69637,3AG,69637,3AG,Safe
E129,"St.Joseph Engineering College, Mangalore(AUTONOMOUS) MANGALORE",EC,EC,36059,GMR,35989,GMR,51790,GMR,69688,GMR,69688,GMR,Safe
E128,"Sharanbasava University (Formerly Appa Institute of Engineering and Tech) SHARNBASVESHWARA INSTITUTIONS CAMPUS , KALABURAGI ( GULBARGA) -585103 , KARNATAKA",AD,AD,83001,GMR,69881,GMR,69881,GMR,69881,GMR,69881,GMR,Safe
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CE,COMPUTER ENGINEERING,52440,GMR,56287,GMR,69924,GMR,69924,GMR,69924,GMR,Safe
E021,"Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University), Mysore JSS TECHNICAL INSTITUTIONS CAMPUS,MANASAGANGOTHRI PO,MYSORE",CE,COMPUTER ENGINEERING,61313,GMR,61313,GMR,69925,GMR,69925,GMR,69925,GMR,Safe
E151,"Mangalore Institute of Technology & Engineering, Moodabidri, Mangalore(AUTONOMOUS) BADAGA MIJAR,",RI,RI,64876,3AG,54059,3AG,70019,GMR,70019,GMR,70019,GMR,Safe
E257,"CMR University Main Campus, Off Hennur Bagalur Main Road, Chagalatti, Bangalore",IT,IT,35243,GMR,41259,GMR,56625,GMR,70104,GMR,70104,GMR,Safe
E237,"PRESIDENCY University ITGALPURA, RAJANUKUNTE, YELAHANKA, BENGALURU - 560 064",CY,CY,60395,GMR,50769,GMR,64895,GMR,70126,GMR,70126,GMR,Safe
E075,"Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",DS,DATA SCIENCES,59812,GMR,58620,GMR,70732,GMR,70732,GMR,70732,GMR,Safe
E017,"Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",CY,CY,49804,3AG,51168,GMR,57513,3AG,71430,3AG,71430,3AG,Safe
E083,"H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",AM,AM,56141,GMR,53547,GMR,66999,GMR,71535,GMR,71535,GMR,Safe
E237,"PRESIDENCY University ITGALPURA, RAJANUKUNTE, YELAHANKA, BENGALURU - 560 064",IS,INFORMATION SCIENCE,56710,GMR,48253,GMR,66056,GMR,71572,GMR,71572,GMR,Safe
E011,"M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",AE,AGRICULTURE ENGINEERING,33802,3AG,37195,3AG,47372,3AG,71991,3AG,71991,3AG,Safe
E096,"East Point College of Engineering & Technology, Bangalore(AUTONOMOUS) JNANA PRABHA, BIDARAHALLI,VIRGONAGAR POST,BANGALORE.",CS,COMPUTER SCIENCE,50656,3AR,44276,3AR,62201,3AR,71992,3AR,71992,3AR,Safe
E157,"Government Engineering College, Ramanagaram DODDAMANNUGUDDE, RAMANAGAR, RAMANAGAR DISTRICT - 571 511",CS,COMPUTER SCIENCE,59146,GMR,59146,GMR,68267,GMR,72067,3AG,72067,3AG,Safe
E269,"Jain College Of Engineering and Research, Belgaum SHREYAS CTS 1598 ADAJCENT TO TO FOUNDRY CLUSTER NEAR DUTCH INDUSTRIAL ESTATE CHANNAMMA NAGAR ANAGOL BELGAVI",AM,AM,72176,3AG,70238,3AG,72176,3AG,72176,3AG,72176,3AG,Safe
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",EI,EI,52577,GMR,54706,GMR,64570,GMR,72243,GMR,72243,GMR,Safe
E209,"Jyothi Institute of Technology, Kanakapura Road,Bangalore ,BANGALORE",AM,AM,54813,GMR,48441,GMR,67329,GMR,72261,GMR,72261,GMR,Safe
E220,"ALLIANCE University Central Campus, Chikkahadage Cross Chandapura-Anekal, Main Road, Bengaluru, Karnataka 562106",BT,BIO-TECHNOLOGY,36598,GMR,36598,GMR,64506,GMR,72585,GMR,72585,GMR,Safe
E158,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT",IOTCS,IOTCS,63223,GMR,56584,GMR,69569,GMR,72742,GMR,72742,GMR,Safe
E237,"PRESIDENCY University ITGALPURA, RAJANUKUNTE, YELAHANKA, BENGALURU - 560 064",EC,EC,59748,GMR,58266,GMR,70381,GMR,72763,GMR,72763,GMR,Safe
E041,"P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",EC,EC,43807,GMR,38293,GMR,65240,GMR,72781,GMR,72781,GMR,Safe
E006,"M S Ramaiah Institute of Technology, Bangalore(AUTONOMOUS) VIDYA SOUDHA,MSR NAGAR,MSRIT POST,BANGALORE - 560054.",IM,IM,39968,3AR,44970,3AR,44970,3AR,72936,3AR,72936,3AR,Safe
E158,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT",DS,DATA SCIENCES,52025,GMR,54097,GMR,59403,GMR,73233,GMR,73233,GMR,Safe
E106,"East West Institute Of Technology,Bangalore(AUTONOMOUS) SY. NO.63, OFF MAGADI MAIN ROAD, VISHWANEEDAM POST,BANGALORE",AD,AD,49942,GMR,45174,3AG,60699,GMR,73435,GMR,73435,GMR,Safe
E151,"Mangalore Institute of Technology & Engineering, Moodabidri, Mangalore(AUTONOMOUS) BADAGA MIJAR,",IOTCS,IOTCS,43606,3AG,45801,3AG,64876,3AG,73523,GMR,73523,GMR,Safe
E302,"AMITY UNIVERSITY National Highway 648 (old 207), Devanahalli - Doddaballapur Road",AM,AM,64948,3AR,55121,3AR,73905,3AR,73905,3AR,73905,3AR,Safe
E237,"PRESIDENCY University ITGALPURA, RAJANUKUNTE, YELAHANKA, BENGALURU - 560 064",CS,COMPUTER SCIENCE,67843,GMR,57830,GMR,74320,GMR,74320,GMR,74320,GMR,Safe
E220,"ALLIANCE University Central Campus, Chikkahadage Cross Chandapura-Anekal, Main Road, Bengaluru, Karnataka 562106",EC,EC,54819,GMR,49721,GMR,63326,GMR,74387,GMR,74387,GMR,Safe
E095,"AMC Engineering College, Bannerghatta Road, Bangalore(AUTONOMOUS) 18KM,BANNERAGHATTA ROAD,KALKERE,BANGALORE-560083,BANGALORE URBAN",EC,EC,53282,GMR,52829,GMR,65864,GMR,74520,3AG,74520,3AG,Safe
E056,"The National Institute of Engineering(SOUTH CAMPUS), Mysore(AUTONOMOUS) MANANDAVADI ROAD,MYSORE 570008",ME,ME,62615,GMR,65006,GMR,74600,GMR,74600,GMR,74600,GMR,Safe
E258,"Maharaja Institute of Technology,Tandavapura,Mysore THANDAVAPURA VILLAGA,ON NATIONAL HIGHWWAYNANJANAGUD TALUK,MYSORE DISTRICT",AD,AD,61845,GMR,59562,GMR,60813,GMR,74710,GMR,74710,GMR,Safe
E106,"East West Institute Of Technology,Bangalore(AUTONOMOUS) SY. NO.63, OFF MAGADI MAIN ROAD, VISHWANEEDAM POST,BANGALORE",CS,COMPUTER SCIENCE,52576,3AR,49279,3AR,67638,3AR,74711,3AR,74711,3AR,Safe
E232,"REVA University RUKMINI KNOWLEDGE PARK, KATTIGENAHALLI, YELAHANKA,BANGALORE - 560064,",MC,MC,58336,GMR,71686,GMR,71686,GMR,74972,3AG,74972,3AG,Safe
E061,"University B.D.T College of Engineering, Davanagere P J EXTENSION,HADADI ROAD,DAVENGERE",EC,EC,39477,3AG,39477,3AG,61118,3AG,75096,3AG,75096,3AG,Safe
E057,"JSS Science and Technology University JSS TECHNICAL INSTITUTIONS CAMPUS, MANASAGANGOTHRI, MYSURU 570006",ME,ME,72617,GMR,58136,GMR,75466,GMR,75466,GMR,75466,GMR,Safe
E237,"PRESIDENCY University ITGALPURA, RAJANUKUNTE, YELAHANKA, BENGALURU - 560 064",CD2,CD2,55515,GMR,52464,GMR,58959,GMR,75490,GMR,75490,GMR,Safe
E102,"DONBOSCO Institute of Technology, Bangalore(AUTONOMOUS) KUMBALAGODU, MYSORE ROAD, KENGERI HOBLI,BANGALORE-560074",IS,INFORMATION SCIENCE,50624,3AR,45590,3AR,65868,3AR,75552,3AR,75552,3AR,Safe
E133,"G S S S Institute of Engineering & Technology for Women, Mysore K.R.S. ROAD, METAGALLI INDUSTRIAL AREA, MYSORE-16",EE,EE,43104,3AG,40839,GMR,75661,3AR,75661,3AR,75661,3AR,Safe
E289,"Visvesvaraya Technological University,VTU,CPGS,Kalburgi.",CS,COMPUTER SCIENCE,60073,GMR,64342,3AG,75908,3AG,75908,3AG,75908,3AG,Safe
E265,"Jain College of Engineering and Technology,Hubballi 404/4, 404/5, SAI NAGAR, UNKAL, HUBLI",CS,COMPUTER SCIENCE,63759,3AG,61658,3AG,65733,3AG,76186,GMR,76186,GMR,Safe
E078,"The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",EC,EC,42785,GMR,39963,GMR,55437,3AG,76448,GMR,76448,GMR,Safe
E096,"East Point College of Engineering & Technology, Bangalore(AUTONOMOUS) JNANA PRABHA, BIDARAHALLI,VIRGONAGAR POST,BANGALORE.",DS,DATA SCIENCES,53396,GMR,48425,GMR,61383,GMR,76457,GMR,76457,GMR,Safe
E158,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT",IS,INFORMATION SCIENCE,54097,GMR,54062,GMR,66904,GMR,76946,GMR,76946,GMR,Safe
E222,"Cambridge Institute Of Technology, North Campus, Devanahalli, Bangalore SURVEY NO. 73, LINGADHEERA GOLLAHALLI, KUNDANA POST, DEVANAHALLI TALUK",AM,AM,55512,GMR,51517,GMR,63853,3AG,77111,3AG,77111,3AG,Safe
E123,"Canara Engineering College Bantwal, BENJANAPADAVU,BANTWAL,PIN 574219,DAKSHINA KANNADA DIST,",CS,COMPUTER SCIENCE,53603,3AG,53603,3AG,73973,3AG,77287,GMR,77287,GMR,Safe
E101,"Channabasaveshwara Institute of Technology, Gubbi Herur, Tumkur NH 206 (BH ROAD), GUBBI, TUMKUR. KARNATAKA",CS,COMPUTER SCIENCE,54949,GMR,55328,GMR,73287,GMR,77734,GMR,77734,GMR,Safe
E255,"GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT GITAM OFF CAMPUS BENGALURU NH 207, Nagadenehalli Doddaballapur taluk. Bengaluru-561203",RI,RI,60819,GM,41673,GM,76488,GM,77797,GM,77797,GM,Safe
E098,"Atria Institute of Technology, Anand Nagar, Hebbal PO, Bangalore (AUTONOMOUS) ASKB CAMPUS, AG'S COLONY, 1ST MAIN, ANANDNAGAR,BANGALORE",EC,EC,52859,GMR,51151,GMR,67222,GMR,77804,GMR,77804,GMR,Safe
E145,"Rajarajeswari College of Engineering, Bangalore (AUTONOMOUS) #14, RAMOHOLLI CROSS,KUMBALGODU, MYSORE ROAD,BANGALORE - 560074",IOTCS,IOTCS,76684,3AR,72783,3AR,78223,3AR,78223,3AR,78223,3AR,Safe
E145,"Rajarajeswari College of Engineering, Bangalore (AUTONOMOUS) #14, RAMOHOLLI CROSS,KUMBALGODU, MYSORE ROAD,BANGALORE - 560074",EC,EC,57894,GMR,57569,GMR,71231,GMR,78386,3AG,78386,3AG,Safe
E108,"SAPTHAGIRI NPS UNIVERISTY #14/5, CHIKKASANDRA,HESARAGHATTA MAIN ROAD,BANGALURU",EC,EC,56872,GMR,54530,GMR,75867,GMR,78925,GMR,78925,GMR,Safe
E047,"Malnad College of Engineering, Hassan(AUTONOMOUS) P.B. NO. 21, SALAGAME ROAD,HASSSAN",RI,RI,45536,3AR,51851,3AR,79530,3AR,79530,3AR,79530,3AR,Safe
E258,"Maharaja Institute of Technology,Tandavapura,Mysore THANDAVAPURA VILLAGA,ON NATIONAL HIGHWWAYNANJANAGUD TALUK,MYSORE DISTRICT",CS,COMPUTER SCIENCE,49559,GMR,49559,GMR,60238,3AG,79971,GMR,79971,GMR,Safe
E240,"Dayananda Sagar University DEVARAKAGGALAHALLI VILLAGE, HAROHALLI, KANAKAPURA MAIN ROAD, RAMANAGAR DIST",BM,BM,55114,GMR,57705,GMR,62618,GMR,80088,3AG,80088,3AG,Safe
